,PL1_1,PL1_2,PL1_3,PL2_2,PL2_3,PL2_1,DIFF_cls,DIFF_pts,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
82,1,1,0,0,0,0,96,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,1,0,1,0,0,-663,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1,1,0,0,0,0,190,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,0,0,0,0,105,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,1,0,0,0,0,103,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,0,0,0,0,116,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,1,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,1,0,0,0,0,13,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,1,0,0,0,0,146,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,1,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1,1,0,0,0,0,-57,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,1,0,0,0,0,158,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,1,0,0,0,0,96,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,1,1,0,0,0,78,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,1,0,0,0,0,116,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,1,0,0,0,0,-49,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,1,0,0,0,0,111,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1,1,1,0,0,0,92,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,1,0,0,0,0,44,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,1,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,1,0,0,0,0,2,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,1,0,0,0,0,216,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,0,0,0,0,3,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,1,0,0,0,0,-73,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,1,0,0,0,94,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,1,0,0,0,0,-223,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,1,0,0,0,0,-4,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,1,0,0,0,0,104,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,1,0,0,0,0,227,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,1,0,0,0,0,175,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,1,0,0,0,0,59,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,1,0,0,0,0,64,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,1,0,0,0,0,29,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1,1,0,0,0,0,-42,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,1,0,0,0,0,258,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,1,0,0,0,0,-14,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,1,0,0,0,0,76,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,1,0,0,0,0,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,1,0,0,0,0,111,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,0,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,0,0,0,0,0,27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,0,0,0,0,0,-38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,1,0,1,0,0,-480,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,1,1,0,0,0,21,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,1,0,0,0,0,258,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,1,0,0,0,0,147,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,1,0,0,0,0,-18,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,1,0,0,0,0,123,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,1,0,0,0,0,87,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,1,0,0,0,0,3,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,1,0,0,0,0,480,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,1,0,0,0,0,84,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,1,0,0,0,0,117,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,1,0,0,0,0,140,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,1,0,0,0,0,103,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,1,0,0,0,0,-427,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,1,0,0,0,0,185,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,1,0,0,0,0,190,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1,0,0,0,0,6,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,1,0,0,0,0,-75,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,1,0,1,0,0,79,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,1,0,1,0,0,-23,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,1,0,0,0,0,-559,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,1,0,0,0,0,56,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,0,0,0,0,-16,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,0,0,0,33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,0,0,0,0,0,48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,1,1,0,0,0,320,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,1,0,1,0,0,189,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,1,0,0,0,0,426,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,1,0,0,0,0,120,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,1,0,0,0,0,198,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,1,0,0,0,0,64,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,1,1,0,0,0,248,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,1,0,0,0,0,33,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,1,1,0,0,0,-65,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,1,0,0,0,0,-6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,1,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,1,1,0,0,0,13775,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,1,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,0,0,0,0,-325,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,1,0,0,0,0,123,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,1,0,1,0,0,15,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,1,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,1,0,1,0,0,3330,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,1,0,0,0,0,-10,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,1,1,0,0,0,400,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,1,0,0,0,0,109,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,1,0,0,0,0,153,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,1,0,1,0,0,-67,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,1,0,1,0,0,97,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,1,0,0,0,0,126,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,1,0,0,0,0,93,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,1,0,0,0,0,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,1,0,0,0,0,87,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,1,0,0,0,0,1,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,1,0,0,0,0,45,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,1,0,0,0,0,151,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,1,0,0,0,0,63,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,1,0,0,0,0,57,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,1,0,0,0,0,116,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,1,1,0,0,0,128,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,1,0,0,0,0,50,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,1,0,0,0,0,231,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,1,0,0,0,0,50,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,1,0,0,0,0,8,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,1,0,0,0,0,66,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,1,0,0,0,0,146,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,1,1,0,0,0,50,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,1,1,0,0,0,-52,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,1,0,0,0,0,-34,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,1,0,0,0,0,34,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,1,0,1,0,0,-38,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,1,0,0,0,0,180,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1,1,0,0,0,0,236,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,1,0,0,0,0,294,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1,1,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,1,1,0,0,0,537,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1,1,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1,1,0,0,0,0,26,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,1,0,0,0,0,-66,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,1,0,0,0,0,-59,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,1,0,1,0,0,140,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,1,0,0,0,0,196,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,1,0,0,0,0,41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,1,0,0,0,0,6,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1,1,0,0,0,0,-370,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,1,0,0,0,0,125,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,1,0,0,0,0,-131,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1,1,0,0,0,0,-234,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,0,0,0,0,0,41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1,0,0,0,0,0,48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1,0,0,1,1,0,-4,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1,1,0,0,0,0,-134,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,1,1,0,0,0,584,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1,1,0,0,0,0,734,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,1,0,1,0,0,-66,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1,1,1,0,0,0,260,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,1,0,1,0,0,52,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1,1,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1,1,0,0,0,0,196,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,1,0,0,0,0,-88,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,1,0,0,0,0,112,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1,1,0,0,0,0,45,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,1,0,0,0,0,215,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,1,0,0,0,0,-118,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,1,0,0,0,0,-69,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1,1,0,0,0,0,59,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,1,0,0,0,0,-113,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,1,0,0,0,0,-33,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,1,0,0,0,0,206,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,1,0,0,0,0,-49,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,1,0,0,0,0,77,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,1,0,0,0,0,-2,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1,0,0,0,0,0,-88,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,1,0,0,0,0,577,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1,1,0,0,0,0,186,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1,1,0,0,0,0,-5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1,1,0,0,0,0,342,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,1,1,0,0,0,-309,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1,1,1,0,0,0,45,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1,1,0,1,0,0,176,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,1,0,0,0,0,238,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1,1,0,0,0,0,206,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,1,0,0,0,0,122,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1,1,0,0,0,0,158,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
