,ID1_G,ID2_G,ID_T_G,ID_R_G,DATE_G,Winner
65,1266,7889,12993,5,2016-06-02 00:00:00,2
66,13576,745,12993,5,2016-06-02 00:00:00,1
67,50924,41921,12993,9,2016-06-02 00:00:00,1
68,4025,28295,13223,9,2016-06-02 00:00:00,2
69,9493,43553,13223,9,2016-06-02 00:00:00,2
70,22979,22428,13223,9,2016-06-02 00:00:00,1
71,17903,25160,13223,9,2016-06-02 00:00:00,2
72,10975,25818,13224,5,2016-06-02 00:00:00,2
73,7732,15000,13224,5,2016-06-02 00:00:00,2
74,24841,14898,13224,5,2016-06-02 00:00:00,1
75,18720,30518,13224,5,2016-06-02 00:00:00,2
76,21548,10492,13225,5,2016-06-02 00:00:00,2
77,21396,24247,13225,5,2016-06-02 00:00:00,2
78,13209,12195,13228,9,2016-06-02 00:00:00,2
79,7826,14387,13228,9,2016-06-02 00:00:00,2
80,21631,21463,13230,5,2016-06-02 00:00:00,2
81,14561,36118,13230,5,2016-06-02 00:00:00,2
82,11957,32913,13231,5,2016-06-02 00:00:00,2
83,25543,4146,12991,9,2016-06-02 00:00:00,1
84,14465,26890,13228,9,2016-06-02 00:00:00,2
85,11981,13398,13228,9,2016-06-02 00:00:00,2
86,3849,13231,13229,9,2016-06-02 00:00:00,2
87,11575,8354,13229,9,2016-06-02 00:00:00,2
88,9543,12977,13229,9,2016-06-02 00:00:00,1
89,14889,7612,13229,9,2016-06-02 00:00:00,2
90,13017,14977,13232,5,2016-06-02 00:00:00,2
91,20979,22800,13232,5,2016-06-02 00:00:00,2
92,23365,18398,13232,5,2016-06-02 00:00:00,1
93,34789,36470,13232,5,2016-06-02 00:00:00,2
94,28073,11742,13222,9,2016-06-03 00:00:00,2
95,26926,18089,13222,9,2016-06-03 00:00:00,2
96,15021,4019,13222,9,2016-06-03 00:00:00,2
97,16996,34538,13222,9,2016-06-03 00:00:00,2
98,12544,6575,13226,9,2016-06-03 00:00:00,2
99,11224,10990,13226,9,2016-06-03 00:00:00,2
100,27358,26826,13226,9,2016-06-03 00:00:00,2
101,13607,10005,13231,4,2016-06-01 00:00:00,1
102,32913,50660,13231,4,2016-06-01 00:00:00,2
103,4453,17018,13231,4,2016-06-01 00:00:00,2
104,24840,30545,13231,4,2016-06-01 00:00:00,2
105,30626,33738,13231,4,2016-06-01 00:00:00,2
106,22272,7385,13224,4,2016-06-01 00:00:00,2
107,11742,11797,13222,5,2016-06-01 00:00:00,2
108,18089,17005,13222,5,2016-06-01 00:00:00,1
109,26926,12226,13222,5,2016-06-01 00:00:00,2
110,13231,23998,13229,5,2016-06-01 00:00:00,2
111,3849,10713,13229,5,2016-06-01 00:00:00,2
112,11575,32383,13229,5,2016-06-01 00:00:00,2
113,8354,19685,13229,5,2016-06-01 00:00:00,2
114,12977,21553,13229,5,2016-06-01 00:00:00,2
115,7612,24650,13229,5,2016-06-01 00:00:00,2
116,14889,12938,13229,5,2016-06-01 00:00:00,1
117,28073,29943,13222,5,2016-06-01 00:00:00,2
118,33439,14510,13221,5,2016-06-02 00:00:00,2
119,13267,23462,13221,5,2016-06-02 00:00:00,2
120,17741,23815,13221,5,2016-06-02 00:00:00,1
121,27531,13073,13221,5,2016-06-02 00:00:00,2
122,30470,36594,12815,5,2016-06-02 00:00:00,2
123,36263,34973,12815,5,2016-06-02 00:00:00,2
124,41964,39309,12815,5,2016-06-02 00:00:00,1
125,40434,30419,12815,6,2016-06-02 00:00:00,2
126,37577,39306,12815,6,2016-06-02 00:00:00,1
127,13674,9833,12991,9,2016-06-02 00:00:00,1
128,12544,14427,13226,5,2016-06-02 00:00:00,2
129,11224,29795,13226,5,2016-06-02 00:00:00,2
130,10990,24127,13226,5,2016-06-02 00:00:00,2
131,26826,35086,13226,5,2016-06-02 00:00:00,2
132,13209,24721,13228,5,2016-06-02 00:00:00,2
133,11981,26061,13228,5,2016-06-02 00:00:00,2
134,14387,17357,13228,5,2016-06-02 00:00:00,1
135,7826,30692,13228,5,2016-06-02 00:00:00,2
136,14959,29040,13230,5,2016-06-02 00:00:00,2
137,11941,14694,13230,5,2016-06-02 00:00:00,2
138,8216,19879,13230,5,2016-06-02 00:00:00,2
139,6340,28063,12814,9,2016-06-02 00:00:00,1
140,33502,34337,12815,6,2016-06-02 00:00:00,2
141,37164,34233,12815,6,2016-06-02 00:00:00,1
142,13674,7757,12991,10,2016-06-03 00:00:00,1
143,17123,33439,13221,9,2016-06-03 00:00:00,2
144,13069,34537,13221,9,2016-06-03 00:00:00,2
145,13267,17741,13221,9,2016-06-03 00:00:00,2
146,27531,17830,13221,9,2016-06-03 00:00:00,1
147,4025,9493,13223,10,2016-06-03 00:00:00,2
148,22979,17903,13223,10,2016-06-03 00:00:00,1
149,22949,891,13225,9,2016-06-03 00:00:00,1
150,28346,22591,13225,9,2016-06-03 00:00:00,2
151,33502,30470,12815,9,2016-06-03 00:00:00,2
152,35036,37164,12815,9,2016-06-03 00:00:00,2
153,40434,37577,12815,9,2016-06-03 00:00:00,2
154,9043,25543,12991,10,2016-06-03 00:00:00,2
155,762,1266,12993,9,2016-06-03 00:00:00,2
156,9584,13576,12993,9,2016-06-03 00:00:00,2
157,4003,7772,12993,9,2016-06-03 00:00:00,2
158,21548,20702,13225,9,2016-06-03 00:00:00,2
159,21396,23337,13225,9,2016-06-03 00:00:00,2
160,7826,11981,13228,10,2016-06-03 00:00:00,2
161,11941,14959,13230,9,2016-06-03 00:00:00,2
162,8216,3754,13230,9,2016-06-03 00:00:00,2
163,21631,14561,13230,9,2016-06-03 00:00:00,1
164,6340,25332,12814,10,2016-06-03 00:00:00,1
165,5992,20650,12814,10,2016-06-03 00:00:00,2
166,50271,50925,12991,12,2016-06-03 00:00:00,1
167,10828,616,12992,9,2016-06-03 00:00:00,1
168,3996,14609,12992,9,2016-06-03 00:00:00,2
169,13429,9488,12993,9,2016-06-03 00:00:00,1
170,28978,50924,12993,10,2016-06-03 00:00:00,2
171,1075,1092,12814,10,2016-06-03 00:00:00,2
172,1936,13957,12992,9,2016-06-03 00:00:00,2
173,14177,13048,12992,9,2016-06-03 00:00:00,2
174,11323,29905,13224,5,2016-06-03 00:00:00,2
175,23099,22272,13224,5,2016-06-03 00:00:00,2
176,7732,10975,13224,9,2016-06-03 00:00:00,1
177,18720,24841,13224,9,2016-06-03 00:00:00,2
178,14884,34103,13226,9,2016-06-03 00:00:00,2
179,14861,29351,13227,9,2016-06-03 00:00:00,2
180,19871,23240,13227,9,2016-06-03 00:00:00,1
181,25861,14616,13227,9,2016-06-03 00:00:00,2
182,30537,17004,13227,9,2016-06-03 00:00:00,2
183,22280,19857,13230,9,2016-06-03 00:00:00,2
184,22437,11957,13231,9,2016-06-03 00:00:00,2
185,4453,28932,13231,9,2016-06-03 00:00:00,2
186,24840,11358,13231,9,2016-06-03 00:00:00,2
187,10203,8440,13231,9,2016-06-03 00:00:00,2
188,13017,20979,13232,9,2016-06-03 00:00:00,2
189,14479,23365,13232,9,2016-06-03 00:00:00,2
190,9941,34789,13232,9,2016-06-03 00:00:00,2
191,9109,17358,13232,9,2016-06-03 00:00:00,2
192,11323,23099,13224,9,2016-06-03 00:00:00,2
193,14894,23012,13224,9,2016-06-03 00:00:00,2
194,28073,26926,13222,10,2016-06-03 00:00:00,2
195,16996,15021,13222,10,2016-06-03 00:00:00,2
196,11575,3849,13229,10,2016-06-03 00:00:00,2
197,14889,9543,13229,10,2016-06-03 00:00:00,2
198,17123,13069,13221,10,2016-06-04 00:00:00,1
199,13267,27531,13221,10,2016-06-04 00:00:00,1
200,4025,22979,13223,12,2016-06-04 00:00:00,2
201,7382,37054,13157,1,2016-06-04 00:00:00,2
202,27482,34038,13157,1,2016-06-04 00:00:00,2
203,37781,18457,13159,1,2016-06-04 00:00:00,2
204,9043,13674,12991,12,2016-06-04 00:00:00,2
205,24706,34131,13157,1,2016-06-04 00:00:00,2
206,20100,14960,13157,1,2016-06-04 00:00:00,2
207,12430,1782,13158,1,2016-06-04 00:00:00,1
208,11948,18155,13158,1,2016-06-04 00:00:00,1
209,10500,13898,13159,1,2016-06-04 00:00:00,2
210,20653,19755,13159,1,2016-06-04 00:00:00,2
211,10011,28895,13160,1,2016-06-04 00:00:00,1
212,28988,23643,13160,1,2016-06-04 00:00:00,1
213,29894,10901,13160,1,2016-06-04 00:00:00,1
214,31392,13683,13160,1,2016-06-04 00:00:00,2
215,29959,11181,13160,1,2016-06-04 00:00:00,1
216,18748,10844,13160,1,2016-06-04 00:00:00,1
217,11941,22280,13230,10,2016-06-04 00:00:00,2
218,40434,41964,12815,10,2016-06-04 00:00:00,2
219,5058,9840,12816,1,2016-06-04 00:00:00,1
220,22807,875,12816,1,2016-06-04 00:00:00,2
221,5127,7803,12816,1,2016-06-04 00:00:00,2
222,854,6431,12817,1,2016-06-04 00:00:00,2
223,10828,3996,12992,10,2016-06-04 00:00:00,2
224,762,13429,12993,10,2016-06-04 00:00:00,2
225,4003,9584,12993,10,2016-06-04 00:00:00,2
226,17355,43295,13157,1,2016-06-04 00:00:00,2
227,12852,34035,13157,2,2016-06-04 00:00:00,2
228,11208,12195,13157,2,2016-06-04 00:00:00,1
229,21329,7146,13158,2,2016-06-04 00:00:00,2
230,12214,21070,13158,2,2016-06-04 00:00:00,2
231,23640,48854,13160,1,2016-06-04 00:00:00,2
232,16433,20694,13160,1,2016-06-04 00:00:00,1
233,34539,24534,13160,1,2016-06-04 00:00:00,1
234,22600,28993,13161,1,2016-06-04 00:00:00,2
235,23155,5884,13161,1,2016-06-04 00:00:00,2
236,22949,28346,13225,10,2016-06-04 00:00:00,1
237,11224,12544,13226,10,2016-06-04 00:00:00,2
238,27358,14884,13226,10,2016-06-04 00:00:00,2
239,25861,30537,13227,10,2016-06-04 00:00:00,2
240,14465,13209,13228,10,2016-06-04 00:00:00,2
241,35036,33502,12815,10,2016-06-04 00:00:00,1
242,1718,14891,12816,1,2016-06-04 00:00:00,2
243,775,12896,12816,1,2016-06-04 00:00:00,2
244,5129,14716,12817,1,2016-06-04 00:00:00,2
245,7393,736,12817,1,2016-06-04 00:00:00,2
246,6225,10014,12817,1,2016-06-04 00:00:00,1
247,7382,5904,13157,2,2016-06-04 00:00:00,2
248,27482,26845,13157,2,2016-06-04 00:00:00,2
249,11438,12430,13158,2,2016-06-04 00:00:00,2
250,8722,11202,13158,2,2016-06-04 00:00:00,2
251,10505,15075,13160,1,2016-06-04 00:00:00,2
252,19584,20750,13160,1,2016-06-04 00:00:00,2
253,804,21757,13160,1,2016-06-04 00:00:00,1
254,882,20463,13160,1,2016-06-04 00:00:00,2
255,24877,33452,13161,2,2016-06-04 00:00:00,2
256,21548,21396,13225,10,2016-06-04 00:00:00,2
257,19871,14861,13227,10,2016-06-04 00:00:00,1
258,21631,8216,13230,10,2016-06-04 00:00:00,2
259,22437,4453,13231,10,2016-06-04 00:00:00,2
260,24840,10203,13231,10,2016-06-04 00:00:00,2
261,27111,12661,12816,1,2016-06-04 00:00:00,1
262,11009,28685,12816,1,2016-06-04 00:00:00,2
263,19962,8659,12816,1,2016-06-04 00:00:00,2
264,1266,1687,12817,1,2016-06-04 00:00:00,2
265,427,6528,12817,1,2016-06-04 00:00:00,2
266,7772,575,12817,1,2016-06-04 00:00:00,2
267,14177,1936,12992,10,2016-06-04 00:00:00,2
268,17964,24706,13157,2,2016-06-04 00:00:00,2
269,14856,17355,13157,2,2016-06-04 00:00:00,2
270,20100,7545,13157,2,2016-06-04 00:00:00,2
271,10590,29159,13158,2,2016-06-04 00:00:00,2
272,26313,11948,13158,2,2016-06-04 00:00:00,2
273,7348,13637,13159,1,2016-06-04 00:00:00,1
274,14530,18282,13159,1,2016-06-04 00:00:00,2
275,29889,19948,13159,1,2016-06-04 00:00:00,2
276,9229,12202,13161,2,2016-06-04 00:00:00,2
277,14965,22600,13161,2,2016-06-04 00:00:00,2
278,11492,12231,13161,2,2016-06-04 00:00:00,2
279,23155,20846,13161,2,2016-06-04 00:00:00,2
280,14465,7826,13228,12,2016-06-04 00:00:00,1
281,13017,14479,13232,10,2016-06-04 00:00:00,2
282,9109,9941,13232,10,2016-06-04 00:00:00,1
283,6340,5150,12814,12,2016-06-04 00:00:00,2
284,1049,10400,12817,1,2016-06-04 00:00:00,1
285,14477,7245,13159,1,2016-06-04 00:00:00,1
286,42737,7260,13159,1,2016-06-04 00:00:00,1
287,22428,28295,13159,1,2016-06-04 00:00:00,2
288,7732,18720,13224,10,2016-06-04 00:00:00,1
289,14894,11323,13224,10,2016-06-04 00:00:00,2
290,17123,13267,13221,12,2016-06-04 00:00:00,2
291,28073,16996,13222,12,2016-06-04 00:00:00,2
292,11575,14889,13229,12,2016-06-04 00:00:00,2
293,25451,30469,13158,2,2016-06-04 00:00:00,2
294,8741,34548,13159,1,2016-06-05 00:00:00,2
295,22807,5058,12816,3,2016-06-05 00:00:00,1
296,651,19946,13159,2,2016-06-05 00:00:00,2
297,20653,37781,13159,2,2016-06-05 00:00:00,2
298,25482,30096,13159,2,2016-06-05 00:00:00,2
299,10971,7348,13159,2,2016-06-05 00:00:00,2
300,28988,10011,13160,2,2016-06-05 00:00:00,1
301,16433,804,13160,2,2016-06-05 00:00:00,2
302,30856,29959,13160,2,2016-06-05 00:00:00,2
303,23235,28978,12993,12,2016-06-05 00:00:00,1
304,20100,11208,13157,3,2016-06-05 00:00:00,2
305,29894,31392,13160,2,2016-06-05 00:00:00,1
306,27358,11224,13226,12,2016-06-05 00:00:00,1
307,25861,19871,13227,12,2016-06-05 00:00:00,2
308,35036,40434,12815,12,2016-06-05 00:00:00,1
309,5127,1718,12816,3,2016-06-05 00:00:00,1
310,26922,12852,13157,3,2016-06-05 00:00:00,2
311,21329,25451,13158,3,2016-06-05 00:00:00,2
312,9658,12214,13158,3,2016-06-05 00:00:00,2
313,24711,10500,13159,2,2016-06-05 00:00:00,1
314,14477,8741,13159,2,2016-06-05 00:00:00,1
315,22428,42737,13159,2,2016-06-05 00:00:00,2
316,14530,29889,13159,2,2016-06-05 00:00:00,2
317,11310,23640,13160,2,2016-06-05 00:00:00,1
318,34539,18748,13160,2,2016-06-05 00:00:00,1
319,21548,22949,13225,12,2016-06-05 00:00:00,2
320,21631,11941,13230,12,2016-06-05 00:00:00,1
321,24840,22437,13231,12,2016-06-05 00:00:00,2
322,27111,775,12816,3,2016-06-05 00:00:00,1
323,19962,11009,12816,3,2016-06-05 00:00:00,1
324,10828,14177,12992,12,2016-06-05 00:00:00,1
325,4003,762,12993,12,2016-06-05 00:00:00,1
326,27482,7382,13157,3,2016-06-05 00:00:00,2
327,10590,11438,13158,3,2016-06-05 00:00:00,2
328,8722,26313,13158,3,2016-06-05 00:00:00,2
329,10505,19584,13160,2,2016-06-05 00:00:00,1
330,882,24646,13160,2,2016-06-05 00:00:00,2
331,24877,6228,13161,3,2016-06-05 00:00:00,1
332,9109,13017,13232,12,2016-06-05 00:00:00,2
333,5992,1075,12814,12,2016-06-05 00:00:00,2
334,17964,14856,13157,3,2016-06-05 00:00:00,1
335,748,7317,13161,3,2016-06-05 00:00:00,2
336,23155,11492,13161,3,2016-06-05 00:00:00,1
337,7732,14894,13224,12,2016-06-05 00:00:00,1
338,9229,14965,13161,3,2016-06-05 00:00:00,2
339,29943,11742,13239,4,2016-06-05 00:00:00,2
340,8308,26143,13239,4,2016-06-05 00:00:00,2
341,12226,18089,13239,4,2016-06-05 00:00:00,2
342,20653,25482,13159,3,2016-06-06 00:00:00,2
343,30931,30607,13237,4,2016-06-06 00:00:00,2
344,14892,26144,13239,4,2016-06-06 00:00:00,1
345,27116,34538,13239,4,2016-06-06 00:00:00,2
346,8812,25172,13239,4,2016-06-06 00:00:00,2
347,17365,13967,13239,4,2016-06-06 00:00:00,2
348,563,1181,12816,4,2016-06-06 00:00:00,2
349,1266,1049,12817,3,2016-06-06 00:00:00,2
350,854,5129,12817,3,2016-06-06 00:00:00,2
351,427,7772,12817,3,2016-06-06 00:00:00,2
352,8722,34103,13158,4,2016-06-06 00:00:00,2
353,24711,651,13159,3,2016-06-06 00:00:00,1
354,10971,14530,13159,3,2016-06-06 00:00:00,2
355,29894,28988,13160,3,2016-06-06 00:00:00,1
356,10505,11310,13160,3,2016-06-06 00:00:00,2
357,30856,34539,13160,3,2016-06-06 00:00:00,2
358,25927,24297,13237,4,2016-06-06 00:00:00,2
359,22426,20764,13237,4,2016-06-06 00:00:00,2
360,30537,25926,13237,4,2016-06-06 00:00:00,2
361,22992,23308,13240,4,2016-06-06 00:00:00,2
362,31726,18770,13240,4,2016-06-06 00:00:00,2
363,40857,47343,12816,4,2016-06-06 00:00:00,1
364,578,5127,12816,4,2016-06-06 00:00:00,2
365,6225,7393,12817,3,2016-06-06 00:00:00,1
366,7484,39163,12817,4,2016-06-06 00:00:00,1
367,12594,26922,13157,4,2016-06-06 00:00:00,2
368,9658,6817,13158,4,2016-06-06 00:00:00,1
369,14477,22428,13159,3,2016-06-06 00:00:00,1
370,30589,49917,13159,4,2016-06-06 00:00:00,1
371,23142,1264,13159,4,2016-06-06 00:00:00,1
372,16433,882,13160,3,2016-06-06 00:00:00,1
373,13048,23129,13160,4,2016-06-06 00:00:00,2
374,13957,13269,13160,4,2016-06-06 00:00:00,1
375,23155,7462,13161,4,2016-06-06 00:00:00,1
376,16994,3316,13161,4,2016-06-06 00:00:00,1
377,39441,34537,13236,4,2016-06-06 00:00:00,1
378,21762,25337,13236,4,2016-06-06 00:00:00,2
379,26009,17741,13236,4,2016-06-06 00:00:00,1
380,12588,27185,13236,4,2016-06-06 00:00:00,2
381,33439,27778,13236,4,2016-06-06 00:00:00,2
382,24945,32877,13236,4,2016-06-06 00:00:00,2
383,26221,24225,12816,4,2016-06-06 00:00:00,1
384,10995,27111,12816,4,2016-06-06 00:00:00,2
385,9488,5136,12817,4,2016-06-06 00:00:00,2
386,44320,46765,13157,4,2016-06-06 00:00:00,1
387,14606,4461,13157,4,2016-06-06 00:00:00,1
388,10590,20648,13158,4,2016-06-06 00:00:00,1
389,11683,12587,13158,4,2016-06-06 00:00:00,1
390,5838,21329,13158,4,2016-06-06 00:00:00,2
391,24245,1003,13159,4,2016-06-06 00:00:00,1
392,13032,11701,13159,4,2016-06-06 00:00:00,1
393,9259,13617,13160,4,2016-06-06 00:00:00,2
394,3054,7895,13160,4,2016-06-06 00:00:00,2
395,29939,4149,13161,4,2016-06-06 00:00:00,1
396,18016,6831,13161,4,2016-06-06 00:00:00,1
397,13608,24797,13238,4,2016-06-06 00:00:00,2
398,1886,13626,13238,4,2016-06-06 00:00:00,2
399,13398,26319,13238,4,2016-06-06 00:00:00,2
400,24533,36174,13240,4,2016-06-06 00:00:00,1
401,11332,28607,13240,4,2016-06-06 00:00:00,2
402,29721,19879,13241,4,2016-06-06 00:00:00,2
403,26473,14738,13241,4,2016-06-06 00:00:00,2
404,17250,46776,13241,4,2016-06-06 00:00:00,2
405,3754,35184,13241,4,2016-06-06 00:00:00,2
406,23082,14959,13241,4,2016-06-06 00:00:00,1
407,4061,2904,12816,4,2016-06-06 00:00:00,2
408,745,6002,12817,4,2016-06-06 00:00:00,1
409,5961,11981,13157,4,2016-06-06 00:00:00,2
410,49902,36978,13158,4,2016-06-06 00:00:00,2
411,17928,10813,13160,4,2016-06-06 00:00:00,2
412,13445,36397,13160,4,2016-06-06 00:00:00,2
413,30577,24307,13161,4,2016-06-06 00:00:00,2
414,6962,7970,13157,4,2016-06-06 00:00:00,1
415,23298,25533,13158,4,2016-06-06 00:00:00,2
416,18475,24877,13161,4,2016-06-06 00:00:00,2
417,11881,1747,13157,4,2016-06-06 00:00:00,2
418,29665,18627,13233,4,2016-06-06 00:00:00,2
419,22235,36519,13233,4,2016-06-06 00:00:00,2
420,32977,33904,13233,4,2016-06-06 00:00:00,2
421,27777,29954,13236,4,2016-06-06 00:00:00,2
422,9493,18778,13236,4,2016-06-06 00:00:00,2
423,37004,13073,13236,4,2016-06-06 00:00:00,2
424,8555,7511,13236,4,2016-06-06 00:00:00,1
425,18338,21332,13236,4,2016-06-06 00:00:00,2
426,29672,7234,13238,4,2016-06-06 00:00:00,1
427,24721,32225,13238,4,2016-06-06 00:00:00,2
428,28302,12767,13239,4,2016-06-07 00:00:00,1
429,50143,13268,13239,4,2016-06-07 00:00:00,1
430,13940,23087,13239,4,2016-06-07 00:00:00,1
431,10971,23748,13159,4,2016-06-07 00:00:00,2
432,13765,14477,13159,4,2016-06-07 00:00:00,2
433,17005,20652,13236,4,2016-06-07 00:00:00,2
434,13069,36934,13236,4,2016-06-07 00:00:00,2
435,27113,25539,13236,4,2016-06-07 00:00:00,2
436,31120,29257,13236,4,2016-06-07 00:00:00,2
437,10920,6399,13236,4,2016-06-07 00:00:00,2
438,28763,32729,13239,4,2016-06-07 00:00:00,2
439,29256,23331,13239,4,2016-06-07 00:00:00,1
440,8662,11797,13239,4,2016-06-07 00:00:00,2
441,6080,7757,12816,4,2016-06-07 00:00:00,2
442,22807,6458,12816,4,2016-06-07 00:00:00,1
443,8313,4964,12816,4,2016-06-07 00:00:00,1
444,29932,6225,12817,4,2016-06-07 00:00:00,2
445,854,7295,12817,4,2016-06-07 00:00:00,1
446,14982,17964,13157,4,2016-06-07 00:00:00,2
447,935,19474,13158,4,2016-06-07 00:00:00,2
448,20654,11438,13158,4,2016-06-07 00:00:00,2
449,22437,9153,13159,4,2016-06-07 00:00:00,2
450,10828,13987,13159,4,2016-06-07 00:00:00,2
451,29372,6642,13159,4,2016-06-07 00:00:00,1
452,33502,4008,13159,4,2016-06-07 00:00:00,1
453,10507,8721,13160,4,2016-06-07 00:00:00,1
454,41724,52016,13160,4,2016-06-07 00:00:00,2
455,22429,9243,13160,4,2016-06-07 00:00:00,2
456,22430,9997,13239,4,2016-06-07 00:00:00,1
457,961,9094,12816,4,2016-06-07 00:00:00,2
458,41095,24740,12816,4,2016-06-07 00:00:00,1
459,7806,791,12816,4,2016-06-07 00:00:00,1
460,9831,20193,12817,4,2016-06-07 00:00:00,1
461,13429,12190,12817,4,2016-06-07 00:00:00,2
462,427,3492,12817,4,2016-06-07 00:00:00,2
463,10202,27482,13157,4,2016-06-07 00:00:00,2
464,11489,23299,13157,4,2016-06-07 00:00:00,1
465,20542,13348,13157,4,2016-06-07 00:00:00,2
466,20651,9516,13158,4,2016-06-07 00:00:00,2
467,13209,4454,13158,4,2016-06-07 00:00:00,1
468,5083,18524,13159,4,2016-06-07 00:00:00,2
469,21623,28296,13159,4,2016-06-07 00:00:00,1
470,25543,23147,13159,4,2016-06-07 00:00:00,2
471,7801,36063,13160,4,2016-06-07 00:00:00,2
472,22439,30856,13160,4,2016-06-07 00:00:00,2
473,41123,37243,13160,4,2016-06-07 00:00:00,2
474,13796,10505,13160,4,2016-06-07 00:00:00,2
475,16433,4236,13160,4,2016-06-07 00:00:00,1
476,9305,13968,13161,4,2016-06-07 00:00:00,2
477,18485,20099,13161,4,2016-06-07 00:00:00,2
478,12921,13576,13161,4,2016-06-07 00:00:00,2
479,762,11521,13161,4,2016-06-07 00:00:00,2
480,4003,10320,13161,4,2016-06-07 00:00:00,2
481,7889,6254,13161,4,2016-06-07 00:00:00,1
482,43950,22280,13235,4,2016-06-07 00:00:00,1
483,25758,8858,13235,4,2016-06-07 00:00:00,2
484,29380,35086,13235,4,2016-06-07 00:00:00,2
485,21826,6694,13235,4,2016-06-07 00:00:00,2
486,23315,23240,13237,4,2016-06-07 00:00:00,1
487,36449,36275,13240,4,2016-06-07 00:00:00,2
488,18766,30473,13240,4,2016-06-07 00:00:00,2
489,27747,22459,13240,4,2016-06-07 00:00:00,1
490,29732,14561,13241,4,2016-06-07 00:00:00,1
491,21631,30741,13241,4,2016-06-07 00:00:00,2
492,8216,29719,13241,4,2016-06-07 00:00:00,2
493,29780,36118,13241,4,2016-06-07 00:00:00,2
494,685,6081,12816,4,2016-06-07 00:00:00,2
495,6465,11953,12817,4,2016-06-07 00:00:00,2
496,17357,838,13157,4,2016-06-07 00:00:00,1
497,22189,14814,13157,4,2016-06-07 00:00:00,1
